WAVE_STATE;START_TIME;MARKER;PULSE_WIDTH;WAVE_WSEG;OUTP_STATE;FREQ;POW;PHASE
1;0.8498746867167919;1;2.1081929837447004e-06;1;1;3372026759.8628874;-24.06874131257767;113.30951820699542
1;0.7842789990418598;0;6.034275666677352e-06;1;1;2615416220.6635823;-47.07829952662941;135.6743402961473
1;0.6121964172197705;0;6.978920946917606e-06;1;1;3259313830.071082;-40.08646760739607;109.29904166121634
1;0.9641565306181262;0;7.772951636056087e-06;1;1;3896398054.80709;-69.9548123342709;74.63677117868781
1;0.3426065162907268;1;2.007008485293193e-06;1;1;3210888250.9564233;-25.07795218784683;48.84238214751582
1;0.4894509473730997;0;8.472692941166542e-06;1;1;3698651443.397853;-45.55353736429858;268.69661432928143
1;0.6293233082706766;1;2.038318354609255e-06;1;1;3330452663.537717;-22.46356510538051;304.8068697150403
1;0.44585122917779973;0;7.858449756833523e-06;1;1;2491435828.5992837;-68.72414144528581;36.20609657705006
1;0.5359770180581934;0;3.6674067715653245e-06;1;1;2939907205.18671;-61.00339429324666;218.91048968305302
1;0.3346448113115107;0;6.841398215396408e-06;1;1;3755123616.8880424;-53.65321733433654;6.534650617304392
1;0.42138431506314034;0;4.302574586606344e-06;1;1;3452170563.418603;-58.743962852728885;20.46180327316014
1;0.21465694874085328;0;5.693632995013798e-07;1;1;3954645852.8152447;-45.89893233329998;312.0066076118529
1;0.5511278195488721;1;1.9356196935609322e-06;1;1;3398594812.0296717;-24.16226450040496;329.5790133145485
1;0.6393483709273182;1;1.9212317463562583e-06;1;1;3302406379.7398057;-25.994401518027566;54.2231593342854
1;0.5010025062656641;1;2.064130300924989e-06;1;1;3339445098.8178053;-27.23417872424723;95.93132387380098
1;0.5841227414979527;0;7.728968080474775e-06;1;1;2858037187.5993824;-65.48402264608555;79.74547634479218
1;0.21228070175438596;1;1.968878769479681e-06;1;1;3349255380.7452526;-23.50879173764507;87.18864392519625
1;0.37706416414907307;0;8.229220760822814e-06;1;1;3076683073.9182034;-49.12004197429198;76.19910360502472
1;0.810453474716079;0;1.0894495841809165e-06;1;1;3004684198.618904;-54.93927918367994;292.54394242694246
1;0.5815001611845902;0;8.490753104340454e-06;1;1;2505655630.112073;-57.24530779596225;160.1661369435242
1;0.5431077694235589;1;2.0664729784063544e-06;1;1;3221796912.2055087;-26.287201020556658;111.88092388417753
1;0.23589361798944075;0;6.001557068302909e-06;1;1;2971330466.67544;-61.934776154790505;289.69392498009796
1;0.9364507301574577;0;3.85343034885077e-06;1;1;2342675502.349833;-63.073074389941155;347.12277680308796
1;0.44561748300641213;0;7.802070060267884e-06;1;1;2415350673.916477;-52.08034676865832;354.9181542714866
1;0.22230576441102756;1;1.92604304626145e-06;1;1;3381744227.5188737;-27.980722362919355;230.12842702739766
1;0.7295739348370927;1;1.921835113080381e-06;1;1;3345228307.236825;-21.43868235408888;23.57590920307951
1;0.6197338969905907;0;6.04448294812759e-06;1;1;2147518728.237012;-65.39346625214318;354.02664758044415
1;0.6533834586466165;1;1.917697733886788e-06;1;1;3242587956.8366446;-21.838216801125064;227.8781075867833
1;0.8739348370927318;1;1.958814606587631e-06;1;1;3330662615.8536816;-21.824278934306413;349.24197786322685
1;0.9808875978017768;0;7.512797410056516e-06;1;1;3989300400.031526;-50.46462971842011;190.31528148826473
1;0.8659147869674185;1;2.0654716292275053e-06;1;1;3249458932.542839;-25.014657723070474;178.26134020214909
1;0.3517413494875675;0;6.17911948766885e-06;1;1;3170252019.352813;-51.31521089379726;152.54286174744914
1;0.327268143282728;0;9.141925761892753e-06;1;1;2199221638.5838065;-57.6721113318091;109.10420752307854
1;0.5992481203007519;1;1.7711198052456417e-06;1;1;3218801637.328298;-26.526771175045127;199.99041390654367
1;0.30664298243655874;0;8.92612558644651e-06;1;1;2333770726.247021;-50.490550326411565;211.9826274951194
1;0.7458023097218289;0;9.135303294006339e-06;1;1;3988030320.1249933;-43.77798679152167;179.5353458372241
1;0.4951432185048341;0;3.7653425979458982e-06;1;1;3970433449.985928;-46.11868681629065;15.240649842229828
1;0.8639097744360902;1;1.9214010455032166e-06;1;1;3374405786.1445804;-27.337212076338503;351.68211276766664
1;0.2573458798585738;0;2.036004046838061e-06;1;1;3990145838.247508;-54.79008305479651;155.55049738388593
1;0.16325857338597594;0;6.419931767463076e-06;1;1;2451022904.941332;-67.88945679215472;352.1933369882643
1;0.2523809523809524;1;1.952032505294514e-06;1;1;3314359322.83981;-23.33011303326043;127.96406500585844
1;0.4929102976687433;0;4.635681272035588e-06;1;1;2076087866.5518131;-64.43916405475395;330.533363552954
1;0.8040916592983729;0;2.927489963219408e-06;1;1;2225478694.1993876;-43.50831764143634;274.75215642047607
1;0.5472676976924321;0;8.908437903895039e-06;1;1;2883392256.685961;-42.40086011989625;347.9693303012438
1;0.19824561403508772;1;2.0001400441231227e-06;1;1;3382866667.454781;-25.9365347445602;324.8876509047034
1;0.2976912395062624;0;6.080089133962659e-06;1;1;2657432533.615576;-57.23111938289108;262.6374072788979
1;0.8489581022086349;0;4.074547830513054e-06;1;1;3374397371.2146215;-54.67432005342107;150.2011514489324
1;0.41675897696379705;0;1.3117451429710823e-06;1;1;3774490797.225002;-58.126839983656275;114.3934368057258
1;0.619354505556215;0;7.313430820691932e-06;1;1;3619770552.720153;-53.37834946207708;35.98885791298984
1;0.46691729323308273;1;1.8256144941471785e-06;1;1;3335775905.1434436;-25.25891548616138;95.16552053008186
1;0.13007518796992482;1;1.994834433863564e-06;1;1;3255587499.393882;-23.07537251798119;107.91846780504358
1;0.4508771929824561;1;1.9123155091681235e-06;1;1;3287265986.7891984;-27.09820694055347;114.83273294359462
1;0.6233082706766917;1;2.0539277894721525e-06;1;1;3218426594.6483526;-24.741696176793134;186.26280427919156
1;0.7271294873293523;0;8.882721491613479e-06;1;1;2697509053.1586494;-55.47175158977065;136.01728420102066
1;0.7790875275850263;0;9.897732085498434e-06;1;1;2757342647.836731;-44.6690152438202;78.0727677693736
1;0.660271235266703;0;3.886598488044267e-06;1;1;3624615916.5663347;-53.488171631732364;204.55524406647282
1;0.5233621818429813;0;7.2210657193370006e-06;1;1;3527332836.771927;-50.548311842083294;330.0771375502036
1;0.6032581453634085;1;1.969147053279063e-06;1;1;3329171634.6007514;-21.959236609905023;41.78896799300797
1;0.6132832080200501;1;2.038209046305114e-06;1;1;3333371826.7493505;-23.593167021973354;265.47553270555335
1;0.8779448621553885;1;1.968841455192391e-06;1;1;3393000005.054984;-22.337011920073824;2.214755913060662
1;0.19225908576069373;0;7.658674230046758e-07;1;1;3046060798.1836133;-54.98677838589405;117.71962088861822
1;0.8979949874686717;1;1.962930159776258e-06;1;1;3382282712.4994187;-21.915291818607905;303.81028668859847
1;0.7001709809279872;0;3.5059239637494073e-06;1;1;2480154819.7660556;-48.53622460127323;164.3932306188674
1;0.19148297787608515;0;7.460068222679269e-06;1;1;2228603823.3307147;-64.01679941298933;157.19186663126428
1;0.19367924230014566;0;2.4172768694510133e-06;1;1;3431840081.2972126;-62.07583116779058;234.44224847988778
1;0.2581961014916291;0;3.3238272749763494e-06;1;1;2130795718.6093495;-57.21211325696628;13.586292697522735
1;0.45490123928599846;0;3.2938014209312837e-06;1;1;2996870794.682601;-57.660945894287615;73.94456363037062
1;0.8904087591363028;0;8.314259821064974e-06;1;1;2189873295.0480824;-67.06798229990177;190.96502335452456
1;0.6910543380798739;0;6.309529261843597e-06;1;1;3217284056.888122;-49.247097446866235;329.55319242432455
1;0.1617962824062006;0;5.309640528221823e-06;1;1;2045142607.6377807;-43.44404717030851;275.78129799920276
1;0.6634085213032581;1;1.950648904461974e-06;1;1;3281553170.73857;-25.843329667246806;342.11443640857283
1;0.634788288033561;0;4.766835723055406e-06;1;1;3379918994.5008917;-56.6500262783272;335.2978296624767
1;0.3766917293233083;1;2.0560553693137964e-06;1;1;3248780625.4373055;-26.960771841807908;124.11633972795772
1;0.1942355889724311;1;2.0524374747391335e-06;1;1;3326451727.287595;-26.204477017241768;282.44565998826994
1;0.7138495751059443;0;1.0485118768354412e-06;1;1;2704940951.956472;-56.44535850012543;267.4361828263509
1;0.9444405251136924;0;7.3060169837196175e-06;1;1;2839692784.0634904;-50.958501157766165;263.21052740302866
1;0.4529852473501714;0;8.081937136558055e-06;1;1;3919758211.318301;-64.08128103953447;149.05599708581164
1;0.1360902255639098;1;2.057770306364373e-06;1;1;3348125003.196903;-23.90267461975588;207.84688144627626
1;0.3202886279426693;0;2.613813925470772e-06;1;1;3477760334.967432;-68.16647622779321;192.17591443291465
1;0.7155388471177945;1;2.0728702097363964e-06;1;1;3361844642.105971;-30.808665057529197;348.291049543745
1;0.6593984962406014;1;2.134096442374988e-06;1;1;3379580063.080057;-28.108300419935254;253.27193646472182
1;0.7035087719298245;1;2.114804280336489e-06;1;1;3202081475.178937;-26.350187332896585;298.8963602933397
1;0.5086714710983464;0;9.251793366115769e-06;1;1;2894886470.8992147;-59.63172567250537;286.63625904268645
1;0.4729948428518357;0;9.38729652651143e-06;1;1;2220282500.416349;-53.02333298218076;13.45521612489124
1;0.32404473478892004;0;5.7248877112136116e-06;1;1;3819669425.866121;-62.46802283621523;38.66851103695216
1;0.1842105263157895;1;1.91394141422671e-06;1;1;3200018078.2975926;-24.519681268450313;83.97693522418376
1;0.17069553994708786;0;6.51814267563036e-07;1;1;2704745524.6727953;-59.8356095160016;124.32554705133292
1;0.9379136996334255;0;2.1515241392829506e-06;1;1;3516805887.910307;-61.84355156330121;123.48922582388212
1;0.7175438596491228;1;1.8313398704432345e-06;1;1;3396028559.7095313;-25.4653830895602;188.39360275694915
1;0.0905763471677935;0;4.715371966615924e-06;1;1;3022362708.364645;-62.70825173283705;192.43064640750393
1;0.1380952380952381;1;2.152216583205866e-06;1;1;3262137759.5111375;-25.471648863629536;267.9666701744894
1;0.18020050125313283;1;1.9533682171611963e-06;1;1;3231669051.7544103;-22.860673293066515;168.58858658379992
1;0.4388785163901099;0;8.837517501167207e-06;1;1;3138830242.7326536;-69.26147238076186;45.53303739484535
1;0.6273182957393484;1;1.966657601885441e-06;1;1;3204381278.161614;-20.958570336554608;313.16984596836744
1;0.48659985284970875;0;8.311541705518125e-06;1;1;3785515355.574044;-50.29350426238989;113.07892747679523
1;0.5297244353852844;0;6.133643468403884e-06;1;1;2946663478.1949635;-55.26295993781393;254.76742551918414
1;0.7447272664096284;0;7.257888441025955e-07;1;1;2791720740.8635945;-54.47353796696935;85.83341529923597
1;0.42882205513784466;1;1.918215094668479e-06;1;1;3357745307.118392;-22.95287828630977;143.39447052853671
1;0.4879200116548975;0;1.3907184046516762e-06;1;1;3763202637.3003845;-65.63728873202545;188.87863599827224
1;0.26411123304983286;0;1.013665365996861e-06;1;1;3265037652.7050905;-47.15219659354436;305.7789498610402
1;0.7075187969924812;1;1.900783397853551e-06;1;1;3341733997.0736265;-23.89966589481052;141.98115912102324
1;0.5731829573934837;1;1.9216450246390332e-06;1;1;3279578385.0719137;-25.521697339515924;131.4861924960881
1;0.16424978206045193;0;2.348841622970988e-06;1;1;2331457665.985304;-49.50521478151755;144.4773887951327
1;0.875096655918056;0;4.773376701482288e-06;1;1;2836309539.228263;-52.19941938824687;147.71564683319073
1;0.34900625723102663;0;6.7745038401089365e-06;1;1;3912949141.797266;-62.67476005578497;234.97563541218975
1;0.8278195488721805;1;2.1078647924548444e-06;1;1;3328868470.2947483;-28.703556749437666;75.67851611049967
1;0.10054657041416559;0;2.4647408405576588e-06;1;1;3680930470.2758603;-49.449936494573265;339.84415162166533
1;0.3375946276156727;0;7.86320154398221e-06;1;1;3885769836.5432835;-64.82826572323683;253.46949314765268
1;0.30852130325814536;1;2.164185263782794e-06;1;1;3238372140.496785;-29.10063804596238;103.6584432910728
1;0.8157894736842105;1;1.961716365375954e-06;1;1;3329444584.501875;-23.705841391828162;272.7127719324829
1;0.015673320987175998;0;5.949743289773123e-06;1;1;3326004337.166252;-50.69311407393067;321.50892543093545
1;0.5776148015916086;0;8.485912567561146e-06;1;1;3508193087.060623;-58.93921633828603;17.622659831484388
1;0.6473684210526316;1;1.871387360722173e-06;1;1;3372337848.0365047;-29.59871847046639;241.68894181098165
1;0.19780260448679865;0;4.976335191163076e-06;1;1;3050002324.9297705;-63.6994336153294;27.460125421476363
1;0.8211309252782851;0;3.4596886759981616e-06;1;1;3976478857.0899806;-65.50736782925416;343.62904208973094
1;0.512385682912313;0;5.998955031728928e-06;1;1;2294839468.8898325;-57.91835492079863;221.3153595143147
1;0.7235588972431077;1;2.081477876604359e-06;1;1;3293781747.9567714;-29.42072587392834;260.521739748975
1;0.8725600985525755;0;1.1320221300097586e-06;1;1;3745541485.944229;-49.115062694445925;292.4925433342008
1;0.22631578947368422;1;1.8136106764159398e-06;1;1;3207311066.6131325;-22.025368743488624;283.5253555275911
1;0.009576284884858621;0;3.716704916441679e-06;1;1;3087757245.859478;-69.60896653092774;96.63360885697244
1;0.6573934837092732;1;1.977877232983581e-06;1;1;3274733976.890261;-28.049578739289306;343.4736639591388
1;0.12385331657697896;0;2.0713268177564387e-06;1;1;3578652236.6988463;-50.08547471817252;106.73619747454525
1;0.843859649122807;1;2.1199582813041494e-06;1;1;3307041662.737327;-24.689848833695734;345.1714701232363
1;0.637094553524955;0;5.185169915213933e-06;1;1;3492531564.2437162;-40.40564490861136;175.57468774684557
1;0.06041012484105035;0;6.506877319494969e-06;1;1;3352483026.2625494;-55.458419053569756;250.74185998183412
1;0.23335469313038404;0;2.1763174201856873e-06;1;1;3008713511.6668754;-56.834082392926994;96.04756755366915
1;0.17017543859649123;1;2.111380358552499e-06;1;1;3243463032.9586205;-26.22507580074474;157.16161581356715
1;0.3325814536340852;1;1.8953544910545664e-06;1;1;3285156632.899683;-23.624052280391695;165.9924492373567
1;0.206265664160401;1;2.042609197645476e-06;1;1;3324571668.7624717;-24.836914068173407;98.24876009198124
1;0.80974987236433;0;7.295224735158227e-06;1;1;2314290720.5442204;-65.63685784931333;316.0676196832218
1;0.4268170426065163;1;1.9776837019624202e-06;1;1;3313575829.318706;-27.326867593651073;123.89940405276127
1;0.38471177944862156;1;1.9676481692483057e-06;1;1;3300686869.517915;-23.6665842327835;118.08784635975451
1;0.6825948518811477;0;8.944494921402307e-06;1;1;3147274644.7704325;-40.759026158585286;256.6462102847265
1;0.6939769480579578;0;8.980227455671484e-06;1;1;2745976991.2248383;-48.349754948603895;175.98926295210416
1;0.5809427922016908;0;6.762375511749264e-06;1;1;2389569669.5707297;-58.534632416001074;325.3595520814697
1;0.14210526315789473;1;1.920403130203732e-06;1;1;3314389991.0880313;-28.985582354067564;188.76837582449218
1;0.3827067669172932;1;2.1622507546847845e-06;1;1;3242261534.6814556;-27.576560173409028;56.4733985436041
1;0.8496110252617233;0;3.971814459696597e-06;1;1;2006892277.6167512;-41.51576965771971;22.711620128498534
1;0.12347849436329228;0;3.681100468789758e-06;1;1;3462996714.3598423;-51.04476353513709;132.6442116856299
1;0.18822055137844612;1;1.8764350224758732e-06;1;1;3333590667.265953;-22.82301163201509;329.3360921237264
1;0.8338345864661654;1;1.9029955227684887e-06;1;1;3309043572.8961716;-22.81070067272189;265.2722773447248
1;0.07567972530981015;0;4.082912906565744e-06;1;1;3681515464.7272263;-42.777273535728504;22.083811476733196
1;0.7636591478696741;1;1.982506929129934e-06;1;1;3297773988.1724815;-28.473959025773606;352.54186923146403
1;0.8216288386891758;0;2.003756694397615e-06;1;1;2741531220.761408;-64.88376613133327;114.26347286509451
1;0.4921477650389675;0;7.2835430151433295e-06;1;1;2412776711.9175253;-48.66426478771218;105.46016630429534
1;0.312531328320802;1;1.9020387626870866e-06;1;1;3226696302.1122274;-25.559261145649213;203.48343098097664
1;0.5491228070175439;1;1.9878899381504705e-06;1;1;3275618405.344695;-25.764958740062696;5.375803920852169
1;0.3025062656641604;1;2.121560191361918e-06;1;1;3228684911.021705;-29.853889756383126;64.72312665837487
1;0.0709372819824785;0;6.430640921952555e-06;1;1;3324186998.4090376;-67.66561922423689;55.35460337624997
1;0.09903605011176986;0;4.323923106268401e-06;1;1;2117959900.6666179;-40.05078382714336;321.3186150443533
1;0.5313995370771987;0;3.408575489967175e-06;1;1;2370976319.573494;-55.158638206648604;168.4713130812257
1;0.9456640765101343;0;4.564066965384599e-06;1;1;3912412749.1214104;-58.185192753432744;30.374036813386883
1;0.781704260651629;1;1.9758791548401936e-06;1;1;3387430117.3602014;-23.6975594585743;288.58760339282327
1;0.007020953523225182;0;7.730812827375398e-06;1;1;2564095257.4325895;-59.93985794727658;188.28025007482216
1;0.6614035087719298;1;1.940359133809899e-06;1;1;3385592842.131524;-27.111206995624734;39.24571247413987
1;0.9175303639907313;0;2.6838953644977466e-06;1;1;2647370025.0755258;-47.714009604560125;263.3989541528102
1;0.5385816765712607;0;6.669475615741431e-06;1;1;3646163941.2189016;-40.05281346619172;94.606917006327
1;0.4865681606862118;0;7.183698832364471e-06;1;1;3984902969.903367;-69.63121062656565;21.604943582275
1;0.32456140350877194;1;2.1115073934203923e-06;1;1;3215483606.8458476;-25.35323083066456;256.3715431714653
1;0.6213032581453634;1;1.976428609925379e-06;1;1;3334716079.4346356;-27.818140795983886;249.25716707173157
1;0.8488765741900696;0;6.702851783023104e-06;1;1;3776268179.4423056;-67.46673798664004;138.14195292674734
1;0.26830080303604986;0;9.959787154221517e-06;1;1;3923506301.4275074;-55.976646342093375;138.67763521471898
1;0.5190476190476191;1;2.028469393300093e-06;1;1;3245230328.4716034;-23.427911432998243;78.14879760780406
1;0.23634085213032582;1;1.923351232006712e-06;1;1;3246324085.822359;-24.501249063061838;241.75242262911257
1;0.6958853669093197;0;4.489513289915683e-06;1;1;3912775331.116188;-43.34700650306398;264.22562423765953
1;0.10654423358670495;0;3.3967768435362856e-06;1;1;2121121205.177742;-68.91491115613366;351.01062147762786
1;0.5631578947368421;1;2.059554033161536e-06;1;1;3315440722.9722524;-23.525597751825394;231.1903229090135
1;0.7261327507209973;0;6.475369535134254e-06;1;1;2943175327.786741;-43.65752426949835;59.428488617381234
1;0.813683631272728;0;6.888435157536247e-06;1;1;3415344379.8783474;-47.050414805681655;210.33321952106948
1;0.26641604010025066;1;2.1101635813467567e-06;1;1;3328322850.5413857;-27.72485359776868;354.9493520505906
1;0.19803685500674484;0;5.248881784387871e-06;1;1;2677291042.285184;-63.63323104393639;129.78969404529897
1;0.2888532847474088;0;1.8609178844525027e-06;1;1;3594008801.4796133;-50.56853117598884;26.339647431737593
1;0.18621553884711778;1;2.156128665970243e-06;1;1;3322651806.2998643;-26.969378333827816;161.62191791235787
1;0.8458646616541353;1;1.9419469302172713e-06;1;1;3340297435.9019985;-26.59517069351584;20.980922164763903
1;0.36099193078101255;0;8.739608503211993e-06;1;1;3256769522.685728;-43.49888054412861;26.03155296815162
1;0.29649122807017547;1;1.96971946535489e-06;1;1;3231839459.922949;-23.53006109574595;322.3349270562948
1;0.3567984315848258;0;8.591998947312429e-06;1;1;2218608166.318379;-48.97966676814426;337.1224429770983
1;0.3607797309271181;0;2.2053144144803493e-06;1;1;2141473042.7970905;-62.14050162315845;254.73638623056368
1;0.45524662526228077;0;5.421135493592597e-07;1;1;2089097742.1356897;-64.63307466473135;22.48957395283071
1;0.7847007825637132;0;3.194362070476279e-06;1;1;3522958454.2837973;-57.797340304816714;169.30429640148395
1;0.8239367638590647;0;7.69102407300815e-06;1;1;3181229956.954382;-67.23984611849409;252.39573661991037
1;0.8899749373433584;1;1.996609654620091e-06;1;1;3232523836.645771;-24.096964457043722;80.90678007040893
1;0.4264125547476162;0;3.7589218410533267e-06;1;1;2488258770.843988;-45.82804623384061;223.49344057534188
1;0.8799498746867168;1;1.9189822683285304e-06;1;1;3343139147.098206;-27.581832214842006;214.96492458327407
1;0.6794486215538846;1;2.162246535261016e-06;1;1;3212726189.57732;-25.568720107635354;247.54596675222342
1;0.7214941345603255;0;6.553932120743027e-06;1;1;2405294894.242544;-52.452842029409766;0.9551831921353227
1;0.8806771316783102;0;5.470823807435914e-06;1;1;3619281009.2788353;-55.468952643647896;198.39124125307657
1;0.7355889724310777;1;2.01094743161458e-06;1;1;3317481633.668086;-25.95183090956775;231.66898965653695
1;0.4949874686716792;1;1.937547321163073e-06;1;1;3216331984.109698;-23.88741309876382;177.86489084582675
1;0.5771929824561404;1;2.101348201669103e-06;1;1;3300317837.454855;-22.443322707844956;178.85752820757384
1;0.6854636591478697;1;1.9060828929572277e-06;1;1;3204152471.9243736;-22.860573022273382;89.15338015754025
1;0.26040100250626563;1;1.8409797162488006e-06;1;1;3265019529.1786885;-23.801076061034443;305.4883547910133
1;0.4185512635251615;0;8.814735013090604e-06;1;1;2874077300.932685;-44.098547255245904;304.7656349997305
1;0.7869398180474069;0;9.118754243016196e-06;1;1;3816434045.7783136;-53.30530630827907;84.16688922368472
1;0.29816647213364555;0;1.2542694238971563e-06;1;1;3551511577.022478;-40.80406802062282;100.05692819313697
1;0.7596491228070175;1;1.954795847819128e-06;1;1;3370653487.8693137;-21.044346731306085;217.6837795697202
1;0.4832060729628457;0;2.019738265261197e-06;1;1;2383153544.2474813;-43.84215937100541;201.681409994642
1;0.1461152882205514;1;1.9271859153666096e-06;1;1;3362330856.321834;-24.79563885883091;261.66524432488
1;0.16417992691451233;0;1.5315527712746002e-06;1;1;2930507764.683853;-57.6041513123847;18.895159901683257
1;0.30598665933523117;0;3.0438877037996763e-06;1;1;2681666074.123968;-65.32008308619588;173.42252330727712
1;0.6714285714285714;1;2.0769976249612495e-06;1;1;3230824828.8911014;-23.232707402459006;140.9301397406761
1;0.4989974937343359;1;2.0506749514695552e-06;1;1;3342887231.8756504;-25.729175094470282;218.91698128109465
1;0.33458646616541354;1;1.8650304625059094e-06;1;1;3344245406.035339;-25.053140135116916;8.416125948641895
1;0.5551378446115288;1;2.040223037666615e-06;1;1;3382085990.6352596;-23.584641511790075;77.83512905716475
1;0.28045112781954884;1;2.039298140100436e-06;1;1;3207338985.8155336;-24.237321442155245;82.9404549455161
1;0.8964266380851243;0;6.779859798117224e-06;1;1;2397288822.2996;-59.89293281486598;312.3453879408758
1;0.08092417573781463;0;8.986784191894657e-06;1;1;2527018486.807073;-65.90087690327285;200.271926336767
1;0.7148089580083555;0;1.91815710812765e-06;1;1;2776118659.0434527;-51.260910877310465;338.1886356373058
1;0.7423650636212983;0;4.811156443731769e-06;1;1;2047010372.962498;-66.44970941935998;184.01900359427654
1;0.49699248120300754;1;1.7936650995911451e-06;1;1;3360673636.034576;-26.415040483589436;304.08483475981365
1;0.6652854785035163;0;6.732883629715363e-06;1;1;2030785825.838209;-65.69041535627503;307.85685282343877
1;0.1444333315335814;0;9.639513376651013e-06;1;1;3503820724.193464;-58.42105857395554;209.4772776698475
1;0.39874686716791985;1;2.019832578884326e-06;1;1;3279848771.671723;-25.291428734495653;91.76074964996104
1;0.16087857273433104;0;8.253277210017933e-07;1;1;3309512059.2740564;-54.94132612949141;77.01401532480963
1;0.5150375939849624;1;2.125557980677479e-06;1;1;3340612950.7813077;-24.851210282509808;120.92143068318285
1;0.8154399637449065;0;8.241015638765993e-06;1;1;3817741094.786197;-54.93140666117898;179.5209134401906
1;0.7055137844611529;1;1.9493628498556678e-06;1;1;3311713575.4151073;-26.44671911630596;241.05923018572292
